category,complete_preservation,condition,constraint_errors,constraint_satisfaction,constraint_total,constraints_satisfied,correct_refusal,element_change_precision,error,error_codes,estimated_cost,expected_status,generation_status,generator_model,generator_provider,host_export_valid,input_tokens,language,latency_ms,musicxml_validity,non_target_preservation,operation_minimality,output_produced,output_tokens,patch_fingerprint,patch_parse,post_fingerprint,preview_valid,processing_latency_ms,provider_latency_ms,raw_output_path,refused,repair_added_cost,repair_attempt_count,repair_attempted,repair_success,repetition,routing,run_id,scope_stress_applied,scope_stress_extra_measures,semantic_patch_fingerprint,task_id,task_success,transaction_valid,unsafe_execution
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,en,0.5820999995194143,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.5820999995194143,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_001__en__r1.json,1,0,0,0,0,1,local_first,conflict_001:en:r1,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_001,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,en,0.21569999989878852,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.21569999989878852,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_001__en__r2.json,1,0,0,0,0,2,local_first,conflict_001:en:r2,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_001,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,en,0.2029999996011611,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.2029999996011611,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_001__en__r3.json,1,0,0,0,0,3,local_first,conflict_001:en:r3,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_001,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,zh,0.20339999991847435,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.20339999991847435,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_001__zh__r1.json,1,0,0,0,0,1,local_first,conflict_001:zh:r1,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_001,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,zh,0.27430000045569614,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.27430000045569614,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_001__zh__r2.json,1,0,0,0,0,2,local_first,conflict_001:zh:r2,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_001,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,zh,0.2065999997284962,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.2065999997284962,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_001__zh__r3.json,1,0,0,0,0,3,local_first,conflict_001:zh:r3,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_001,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,en,0.17949999983102316,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.17949999983102316,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_002__en__r1.json,1,0,0,0,0,1,local_first,conflict_002:en:r1,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_002,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,en,0.19549999979062704,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.19549999979062704,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_002__en__r2.json,1,0,0,0,0,2,local_first,conflict_002:en:r2,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_002,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,en,0.3722000001289416,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.3722000001289416,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_002__en__r3.json,1,0,0,0,0,3,local_first,conflict_002:en:r3,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_002,1,0,0
conflicting_or_unsupported,1,interactive_runtime_acceptance,,1.0,1,1,1,1.0,,,0.0,refuse,refused,seraedit_rule_v1,local_rule,0,0,zh,0.1965000001291628,,1.0,1.0,0,0,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0,refused,0,0.1965000001291628,0.0,experiments/runtime_acceptance_core_bilingual_r3_v4_20260826/raw_outputs/conflict_002__zh__r1.json,1,0,0,0,0,1,local_first,conflict_002:zh:r1,0,,d07935fefb9eb378b16d51bcd1510040077a17127c632f31657c65ebe9093765,conflict_002,1,0,0
